N_REGISTRO,PRAIA,TIPO_REG,DATA_OCORR,N_NINHO,HORA_OCORR,GPS_ID,WAYPOINT,LATITUDE,LONGITUDE,TURTLE_ID,MARCAS_COL_Esquerda,MARCAS_COL_Direita,MARCAS_COL_Posterior_Esquerda,MARCAS_COL_Posterior_Direita,MARCAS_ENC_Esquerda,MARCAS_ENC_Direita,MARCAS_ENC_Posterior_Esquerda,MARCAS_ENC_Posterior_Direita,MARCAS_RET,COMP_CASCO,LARG_CASCO,COLETA_MAT_FEMEAS,VIAL _N,SITUACAO,TEMP_LOGGER_ID,TEMP_LOGGER_DEPLOYED,TEMP_LOGGER_REMOVED,TEMP DOWNLOAD - DATE,TEMP_TRANSF,OVOS_TRANSF,OVOS_FUR,LATITUDE_DESTINO,LONGITUDE_DESTINO,DATA_ECLOS,DATA_ABERT,HIST_NINHO,VIVOS,NATIMORTOS,OVOS_N_ECL,OVOS_TOT,COLETA_MAT_Filhotes,Filhotes amostrados,INCUBACAO,Hatching success,OBSERVACAO
310,LEO,ML,23-Mar-23,NA,NA,11,506,-3.86999,-32.44041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Between 20:40 and 22:00. End of the beach. Unsighted.
311,LEO,ML,23-Mar-23,NA,NA,11,507,-3.86999,-32.44025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Between 20:40 and 22:00. End of the beach. Unsighted.
312,LEO,CD,24-Mar-23,172,20:27,10,380,-3.86969,-32.43691,F22,NA,NA,NA,NA,BRA 31340,BRA 31341,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-May-23,17-May-23,SU,129,1,5,135,NAO,NA,54,95.56,Repainted. Junto a estaca N153.
313,LEO,CD,24-Mar-23,173,20:35,11,510,-3.86987,-32.43726,F19,NA,NA,NA,NA,BRA 31337,BRA 31339,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-May-23,19-May-23,SU,91,3,25,119,NAO,NA,55,76.47,Painted.
314,LEO,CD,24-Mar-23,NA,20:50,10,381,-3.87014,-32.43814,F23,NA,NA,NA,NA,BRA 21670,BRA 21625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Derrubou estaca 101. Desceu 22:10
315,LEO,ML,24-Mar-23,NA,21:00,11,511,-3.86949,-32.43501,F24,NA,NA,NA,NA,BRA 31364,NA,NA,BRA 31365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ML at the beginning of the beach. 
316,LEO,ML,24-Mar-23,NA,21:00,11,512,-3.86944,-32.43515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Turtle spotted returning to the water. 
317,LEO,CD,24-Mar-23,175,21:20,11,513,-3.86984,-32.43667,F2,NA,NA,NA,NA,BRA 27873,BRA 31301,NA,NA,NA,NA,NA,NA,NA,I,21309331,3/25/2023 01:02,5/18/2023 01:24,18-May-23,NA,NA,NA,NA,NA,17-May-23,17-May-23,SU,84,1,6,91,NAO,NA,54,92.31,Made 7 beds. Painted - 1 Small abnormal egg.
318,LEO,CD,24-Mar-23,176,23:30,10,382 (I) e 383 (P),-3.87007,-32.4386,F3,NA,NA,NA,NA,BRA 31321,BRA 31309,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,A,115,0,-3.87004,-32.43789,15-May-23,15-May-23,SU,109,4,1,114,NAO,NA,52,95.61,Desova na frente da casinha. Desceu 2:40
319,LEO,CD,24-Mar-23,177,01:15,11,514,-3.86986,-32.43765,F24,NA,NA,NA,NA,BRA 31364,NA,NA,BRA 31365,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-May-23,17-May-23,SU,96,1,7,104,NAO,NA,54,92.31,"Painted.  - 2 Stuck hatchlings, one trapped on the string. Nest connects with N221. 5 small yolkless eggs. "
320,LEO,CD,25-Mar-23,178,20:35,11,516,-3.86967,-32.43682,F38,NA,NA,NA,NA,BRA 31382,BRA 31391,NA,NA,NA,NA,NA,NAO,NA,I,21309318_2,3/25/2023 20:42,5/16/2023 02:03,16-May-23,NA,NA,NA,NA,NA,15-May-23,15-May-23,SU,118,0,3,121,SIM,40,51,97.52,Repainted; destroyed nest 24. 1 abnormal small egg. 118 emerged between 23:30 - 00:45.
321,LEO,CD,25-Mar-23,174,20:40,10,384,-3.86942,-32.43562,F9,NA,NA,NA,NA,BR 53375,NA,NA,BRA 27913,NA,NA,NA,NAO,NA,I,21309325,3/25/2023 22:53,5/19/2023 01:36,23-May-23,NA,NA,NA,NA,NA,18-May-23,18-May-23,SU,70,45,4,119,SIM,40,54,58.82,"Nest near vegetation, made two beds; repainted"
322,LEO,ML,26-Mar-23,NA,NA,11,517,-3.86942,-32.43505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,Before 20:25; unsighted turtle.
323,LEO,CD,26-Mar-23,179,20:25,11,519,-3.86945,-32.43623,F30,NA,NA,NA,NA,BRA 21668,BRA 21667,NA,NA,NA,NA,NA,SIM,#N179 26-Mar-2023 BRA 21668 BRA 21667,I,21309313,3/26/2023 22:05,5/17/2023 03:04,17-May-23,NA,NA,NA,NA,NA,16-May-23,16-May-23,SU,45,0,50,95,NAO,NA,51,47.37,Nest near vegetation; painted. Stake knocked over on 5-Apr. Many roots in nest.
324,LEO,CD,26-Mar-23,180,20:30,11,518,-3.86959,-32.43631,F50,BRA 32838,BRA 32839,NA,NA,NA,NA,NA,NA,NA,104,102.1,SIM,#N180 26-Mar-2023 BRA 32838 BRA 32839,I,21309347,3/26/2023 22:01,5/21/2023 01:25,21-May-23,NA,NA,NA,NA,NA,20-May-23,20-May-23,SU,35,0,3,38,SIM,35,55,92.11,Painted; nested very quickly; photos of tags OK; close to nest 33. 1 large abnormal egg.
325,LEO,SD,26-Mar-23,NA,20:35,11,522,-3.86986,-32.43775,F28,NA,NA,NA,NA,BRA 31372,BRA 31378,BRA 31330,BRA 31310,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA. *Marcas nas nadadeiras posteriores não foram checadas.
326,LEO,CD,26-Mar-23,181,20:50,11,521,-3.86987,-32.43743,F41,NA,NA,NA,NA,BRA 31399,BRA 31400,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-May-23,18-May-23,SU,77,1,5,83,NAO,NA,53,92.77,Knocked over stake #69; Nest is very close to #69; Tag photos taken; painted
327,LEO,CD,26-Mar-23,182,22:40,11,520,-3.86968,-32.43664,F28,NA,NA,NA,NA,BRA 32372,BRA 31378,BRA 31330,BRA 31310,NA,NA,NA,NAO,NA,I,21309301,3/26/2023 23:04,5/21/2023 04:20,21-May-23,NA,NA,NA,NA,NA,20-May-23,20-May-23,SU,95,0,4,99,SIM,40,55,95.96,Painted. *Marcas nas nadadeiras posteriores não foram checadas.
328,LEO,ML,26-Mar-23,NA,NA,11,523,-3.87015,-32.43806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAO,NA,NA,NA,Unsighted turtle; between 22:00 and 23:00.
329,LEO,CD,26-Mar-23,183,23:37,11,524,-3.87005,-32.43779,F26,NA,NA,NA,NA,BRA 31368,BRA 31369,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-May-23,20-May-23,SU,79,1,5,85,NAO,NA,54,92.94,"Repainted; nested quickly, everything else slowly. 2 stuck hatchlings."
330,LEO,CD,27-Mar-23,184,20:35,10,385,-3.86962,-32.43673,F32,NA,NA,NA,NA,BRA 31346,BRA 31347,NA,NA,NA,NA,NA,NAO,NA,I,21648032,3/27/2023 21:46,5/21/2023 04:07,21-May-23,NA,NA,NA,NA,NA,20-May-23,20-May-23,SU,83,0,0,83,SIM,40,54,100,Painted; tag photos and photo ID
331,LEO,SD,27-Mar-23,NA,20:36,11,527,-3.86972,-32.4376,F31,NA,NA,NA,NA,BRA 31354,BR 98349,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,LEO,CD,27-Mar-23,185,20:37,11,525,-3.86998,-32.43796,F15,NA,NA,NA,NA,BRA 31302,BRA 31304,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,21-May-23,21-May-23,SU,113,0,3,116,NAO,NA,55,97.41,Repainted. 3 filhotes retidos.
333,LEO,CD,27-Mar-23,186,20:37,11,526,-3.86995,-32.43792,F27,NA,NA,NA,NA,BRA 31374,BRA 31355,NA,NA,NA,NA,NA,NAO,NA,I,21309300,3/27/2023 21:26,5/23/2023 01:12,23-May-23,NA,NA,NA,NA,NA,22-May-23,22-May-23,SU,99,0,2,101,NAO,NA,56,98.02,NA
334,LEO,SD,27-Mar-23,NA,00:30,11,528,-3.86976,-32.43673,F31,NA,NA,NA,NA,BRA 31354,NA,NA,BR 98349,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,LEO,CD,28-Mar-23,187,20:45,11,529,-3.86979,-32.43774,F31,NA,NA,NA,NA,BRA 31354,NA,NA,BR 98349,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-May-23,21-May-23,SU,114,0,0,114,NAO,NA,53,100,Repainted. 2 filhotes retidos.
336,LEO,CD,28-Mar-23,188,22:45,10,388,-3.8699,-32.43757,F51,BRA 32828,BRA 32829,NA,NA,NA,NA,NA,NA,NA,106.8,97.5,SIM,#N188 28-Mar-2023 DRA 32828 DRA32829,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,21-May-23,21-May-23,SU,53,0,4,57,SIM,40,54,92.98,Desovou om cima o ninho 043; fotos tag OK; painted
337,LEO,SD,28-Mar-23,NA,23:40,11,530,-3.87035,-32.43927,F25,NA,NA,NA,NA,BRA 31366,NA,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termino da praia; muito perto da agua.
338,LEO,ML,28-Mar-23,NA,NA,10,387,-3.86967,-32.43608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Between 02:50 and 04:00; beginning of the beach; unsighted.
339,LEO,ML,29-Mar-23,NA,NA,11,533,-3.86962,-32.43557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Before 20:27 at the beginning of the beach. Unsighted turtle. 
340,LEO,ML,29-Mar-23,NA,20:40,10,388,-3.86984,.32.43747,F43,NA,NA,NA,NA,BRA 31377,BRA 31387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle of the beach. ID by paint.
341,LEO,CD,29-Mar-23,189,20:40,10,389,-3.86993,-32.43772,F14,NA,NA,NA,NA,BRA 31326,BRA 31361,BRA 31335,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-May-23,22-May-23,SU,155,1,7,163,NAO,NA,54,95.09,Repainted. Close to nest 105 and vegetation. Deep chamber.
342,LEO,ML,29-Mar-23,NA,NA,11,531,-3.87039,-32.43901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Before 20:40 in front of the tiny house. Unsighted turtle. 
343,LEO,ML,29-Mar-23,NA,NA,10,390,-3.87047,-32.43888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Entre 21:00 and 22:00. Unsighted in front of the tiny house. 
344,LEO,CD,29-Mar-23,190,22:26,11,532,-3.86942,-32.43563,F18,NA,NA,NA,NA,BRA 31242,BRA 31333,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-May-23,20-May-23,SU,32,6,75,113,NAO,NA,51,28.32,Repainted.
345,LEO,CD,29-Mar-23,191,23:50,11,534 (I) e 535 (P),-3.87042,-32.43906,F25,NA,NA,NA,NA,BRA 31366,BRA 31367,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,A,81,0,-3.87008,-32.43797,18-May-23,20-May-23,SU,67,0,14,81,NAO,NA,50,82.72,"Nested very close to the high tide line, low ont he beach. Repainted Turtle."
346,LEO,CD,30-Mar-23,192,20:20,11,539,-3.86976,-32.43674,F12,NA,NA,NA,NA,BRA 31318,BRA 31319,NA,NA,NA,NA,NA,NAO,NA,I,21648054,3/30/2023 22:05,5/22/2023 04:22,23-May-23,NA,NA,NA,NA,NA,21-May-23,21-May-23,SU,76,3,1,80,SIM,40,52,95,Repainted
347,LEO,CD,30-Mar-23,193,20:20,11,537,-3.86976,-32.43683,F8,NA,NA,NA,NA,BRA 31305,BRA 31320,NA,NA,NA,NA,NA,NAO,NA,I,21648036,3/30/2023 22:21,5/23/2023 03:54,23-May-23,NA,NA,NA,NA,NA,22-May-23,22-May-23,SU,113,1,8,122,SIM,40,53,92.62,Repainted - 103 hatchlings emerged between 02:10 and 03:10.
348,LEO,CD,30-Mar-23,194,20:30,10,392,-3.86968,-32.43724,F20,NA,NA,NA,NA,BRA 31334,BRA 31359,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-May-23,25-May-23,SU,67,0,5,72,NAO,NA,54,93.06,Repainted. Tags upside down. Egg chamber almost overflowing.
349,LEO,CD,30-Mar-23,195,20:35,10,391,-3.86983,-32.43754,F52,BRA 31247,BRA 32836,NA,NA,NA,NA,NA,NA,NA,114,108.7,SIM,#N196 30-Mar-2023 BRA 31247 BRA 32836,I,21309315,3/30/2023 20:39,5/24/2023 03:24,24-May-23,NA,NA,NA,NA,NA,23-May-23,23-May-23,SU,98,0,0,98,SIM,40,54,100,Scar in between scale 1 and 2 of right from tag flipper. Destroyed nest 37.
350,LEO,ML,30-Mar-23,NA,NA,10,393,-3.86972,-32.43614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,Between 20:30 and 21:50. Unsighted turtle.
351,LEO,ML,30-Mar-23,NA,NA,10,394,-3.86968,-32.43592,F4,NA,NA,NA,NA,BRA 31313,BRA 31314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,
352,LEO,CD,30-Mar-23,196,00:26,10,399,-3.86976,-32.43678,F43,NA,NA,NA,NA,BRA 31377,BRA 31387,NA,NA,NA,NA,NA,NAO,NA,I,21639871,3/31/2023 01:02,5/24/2023 01:22,24-May-23,NA,NA,NA,NA,NA,23-May-23,23-May-23,SU,105,0,2,107,SIM,40,54,98.13,"Repainted. Was next to old nest, had to separate sells during inventory"
353,LEO,CD,30-Mar-23,197,00:30,10,396,-3.86993,-32.43752,F4,NA,NA,NA,NA,BRA 31313,BRA 31314,NA,NA,NA,NA,NA,NAO,NA,I,21639882,3/31/2023 02:05,5/21/2023 00:49,21-May-23,NA,NA,NA,NA,NA,20-May-23,20-May-23,SU,61,1,6,68,SIM,40,51,89.71,Repainted
354,LEO,CD,31-Mar-23,198,20:40,11,536,-3.86975,-32.43714,F53,BRA 31393,BRA 31395,NA,NA,NA,NA,NA,NA,NA,107.3,98.4,SIM,#N198 31-Mar-2023 BRA 31393 BRA 31395,I,21648046,3/31/2023 21:23,5/22/2023 20:36,23-May-23,NA,NA,NA,NA,NA,22-May-23,22-May-23,SU,88,4,7,99,SIM,40,52,88.89,Painted. Photo ID and photo of tags ok. -- 68 emerged between 20:00 and 21:40. One tiny abnormal egg
355,LEO,SD,31-Mar-23,NA,20:40,10,397,-3.86988,-32.43789,F34,NA,NA,NA,NA,BRA 31373,BRA 31360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Got to her after she was already finished. Knocked over stake 138. Repainted. 
356,LEO,CD,1-Apr-23,199,20:35,10,398,-3.86999,-32.43887,F45,NA,NA,NA,NA,BRA 31245,BRA 31246,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-May-23,23-May-23,SU,75,4,9,88,NAO,NA,52,85.23,Repainted. 3stuck hatchlings
357,LEO,CD,1-Apr-23,200,20:35,10,399,-3.86998,-32.43792,F44,NA,NA,NA,NA,BRA 31392,BRA 31345,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-May-23,23-May-23,SU,131,0,4,135,NAO,NA,52,97.04,Repainted. 1 filhote retido.
358,LEO,ML,1-Apr-23,NA,23:10,10,400,-3.86953,-32.43554,F11,NA,NA,NA,NA,BRA 31306,BRA 15325,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ML at the beginning of the beach. 
359,LEO,CD,1-Apr-23,201,02:20,11,540,-3.86954,-32.4361,F46,NA,NA,NA,NA,BRA 32826,BRA 32827,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-May-23,20-May-23,SU,68,4,28,100,NAO,NA,48,68,Knocked over take 179. The stake was knocked over on 5-Apr
360,LEO,ML,1-Apr-23,NA,02:25,11,541,-3.86952,-32.43538,F36,NA,NA,NA,NA,BRA 31362,BRA 31342,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beginnging of beach
361,LEO,CD,1-Apr-23,202,03:20,10,401,-3.86999,-32.43771,F42,NA,NA,NA,NA,NA,NA,BRA 31352,BRA 31353,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-May-23,28-May-23,SU,113,0,4,117,NAO,NA,57,96.58,"Repainted, next to N105"
362,LEO,ML,2-Apr-23,NA,20:29,11,542,-3.86923,-32.43527,F36,NA,NA,NA,NA,BRA 31362,NA,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,Hit rocks and turned around. 
363,LEO,CD,2-Apr-23,203,20:50,10,403,-3.87003,-32.43758,F29,NA,NA,NA,NA,BRA 31356,BRA 31357,NA,NA,NA,NA,NA,NAO,NA,I,21309320,4/3/2023 00:24,5/30/2023 03:20,,NA,NA,NA,NA,NA,28-May-23,29-May-23,SU,38,0,48,86,SIM,37,56,44.19,Painted. Made 10 beds.
364,LEO,ML,2-Apr-23,NA,NA,11,543,-3.86945,-32.43515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,Unsighted turtle. Between 23:45 - 00:45.
365,LEO,ML,2-Apr-23,NA,00:55,11,544,-3.86943,-32.4352,F47,NA,NA,NA,NA,BRA 31396,BRA 31398,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,Hit rocks and turned around.
366,LEO,ML,2-Apr-23,NA,01:00,11,545,-3.86953,-32.43494,F36,NA,NA,NA,NA,BRA 31362,BRA 31342,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,At end of beach. Got stuck an rocks. Tried to climb hill.
367,LEO,CD,2-Apr-23,204,01:21,11,546,-3.86943,-32.43555,F11,NA,NA,NA,NA,BRA 31306,BRA 15325,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31-May-23,SU,0,2,146,148,NAO,NA,NA,0,Repainted. A lot of roots in the nest and the embryos were in advanced state of development. 
368,LEO,ML,2-Apr-23,NA,01:33,11,547,-3.86948,-32.43526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,"Tried to climb hill at end at beach. Had tags, but when I aproached her, she ran into ocean and I was unable to read them. "
369,LEO,CD,2-Apr-23,205,03:30,10,404,-3.86991,-32.43773,F5,NA,NA,NA,NA,BRA 21686,BRA 21685,NA,NA,NA,NA,NA,NAO,NA,I,21648037,4/3/2023 04:42,5/28/2023 05:21,28-May-23,NA,NA,NA,NA,NA,27-May-23,27-May-23,SU,90,1,5,96,SIM,40,55,93.75,Repainted.
370,LEO,ML,3-Apr-23,NA,20:35,11,548,-3.86939,-32.43537,F22,NA,NA,NA,NA,BRA 31340,BRA 31341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
371,LEO,CD,3-Apr-23,206,20:45,11,549,-3.86997,-32.43773,F17,NA,NA,NA,NA,BRA 31344,BRA 31343,NA,NA,NA,NA,NA,NAO,NA,I,21309333,4/3/2023 21:20,5/28/2023 05:22,28-May-23,NA,NA,NA,NA,NA,27-May-23,27-May-23,SU,76,0,1,77,SIM,40,54,98.7,Repainted
372,LEO,SD,3-Apr-23,NA,02:20,10,405,-3.86952,-32.43512,F36,NA,NA,NA,NA,BRA 31362,BRA 31342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD at the beginning of the beach
373,LEO,ML,4-Apr-23,NA,NA,10,406,-3.86933,-32.4352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsighted turtle; before 20:35
374,LEO,SD,4-Apr-23,NA,20:35,10,407,-3.86948,-32.43534,F37,NA,NA,NA,NA,BRA 31371,BRA 31370,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Made 5 beds, 3 chambers; stayed for 5 hours at the beginning of the beach"
375,LEO,CD,4-Apr-23,207,20:40,11,550,-3.86971,-32.43677,F22,NA,NA,NA,NA,BRA 31340,BRA 31341,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,29-May-23,29-May-23,SU,111,1,13,125,NAO,NA,55,88.8,Repainted.
376,LEO,SD,4-Apr-23,NA,20:43,11,551,-3.86998,-32.43758,F23,NA,NA,NA,NA,BRA 21670,BRA 21625,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Made 8 beds
377,LEO,CD,4-Apr-23,209,21:30,11,555,-3.86992,-32.43757,F24,NA,NA,NA,NA,BRA 31364,NA,NA,BRA 31365,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,29-May-23,29-May-23,SU,94,0,11,105,NAO,NA,55,89.52,2 small abnormal eggs
378,LEO,ML,4-Apr-23,NA,00:00,10,408,-3.87018,-32.43733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saw turtle but could not read tags because she was already in the water
379,LEO,CD,4-Apr-23,208,02:40,10,409,-3.87004,-32.43756,F36,NA,NA,NA,NA,BRA 31362,BRA 31342,NA,NA,NA,NA,NA,NAO,NA,I,21309311,4/5/2023 02:55,5/29/2023 03:52,,NA,NA,NA,NA,NA,28-May-23,28-May-23,SU,87,1,24,112,SIM,40,54,77.68,Repainted
380,LEO,CD,4-Apr-23,210,04:20,10,410,-3.86945,-32.43557,F9,NA,NA,NA,NA,BR 53375,NA,NA,BRA 27913,NA,NA,NA,NAO,NA,I,21309327,4/5/2023 04:40,5/26/2023 23:34,27-May-23,NA,NA,NA,NA,NA,26-May-23,26-May-23,SU,126,7,4,137,SIM,40,52,91.97,Nest near veg at beginnning of beach; knocked over stake 123; repainted. 5 stuck  hatchlings.
381,LEO,ML,5-Apr-23,NA,NA,10,411,-3.8696,-32.43559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsighted Turtle before 20:40
382,LEO,CD,5-Apr-23,212,20:40,11,552,-3.8695,-32.43634,F47,NA,NA,NA,NA,BRA 31396,BRA 31398,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-May-23,26-May-23,SU,92,0,3,95,NAO,NA,51,96.84,Repainted. One hatchling retained in nest and one yolkless egg.
383,LEO,SD,5-Apr-23,NA,20:45,10,412,-3.86975,-32.43681,F37,NA,NA,NA,NA,BRA 31371,BRA 31370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Turtle was scared when she saw Camille. Very skiddish when her tags were read. Very shallow bed. 
